optimizer,eval_step,train_loss_mean,train_loss_stderr,dev_loss_mean,dev_loss_stderr,iteration,iter_loss_mean,iter_loss_stderr,wall_time_mean
MILO,,,,,,20,9.809062194824218,0.1634274194474031,1.1893256187438965
MILO,,,,,,21,9.912692642211914,0.055955152166809644,1.2031262397766114
MILO,,,,,,22,9.982638740539551,0.047438883899554925,1.2157246112823485
MILO,,,,,,23,9.813746643066406,0.1060600604870988,1.2289257526397706
MILO,,,,,,24,9.894942474365234,0.0755375997898875,1.2427251815795899
MILO,,,,,,25,9.556133842468261,0.13298472736264788,1.2547259330749512
MILO,,,,,,26,9.593432426452637,0.11698232372292942,1.2677250862121583
MILO,,,,,,27,9.696982192993165,0.11424433988247608,1.281126070022583
MILO,,,,,,28,9.85889549255371,0.0955029396885183,1.29332594871521
MILO,,,,,,29,9.629860305786133,0.16626484769614042,1.305924940109253
MILO,,,,,,30,9.516776084899902,0.0895775657094477,1.3195255279541016
MILO,,,,,,31,9.759730529785156,0.0787347099119108,1.3335251808166504
MILO,,,,,,32,9.521708106994629,0.22172488551763037,1.345725154876709
MILO,,,,,,33,9.626176452636718,0.12651252624041734,1.3593263626098633
MILO,,,,,,34,9.748513412475585,0.08666302895226728,1.3713252544403076
MILO,,,,,,35,9.648579788208007,0.09377634415555779,1.3837247371673584
MILO,,,,,,36,9.277466011047363,0.12384453297655725,1.395926332473755
MILO,,,,,,37,9.39667625427246,0.1696017325468718,1.4088510513305663
MILO,,,,,,38,9.499812126159668,0.1308858810651355,1.4212607383728026
MILO,,,,,,39,9.310096168518067,0.16076998553003957,1.4336901664733888
MILO,,,,,,40,9.694003868103028,0.1042751702189407,1.447289514541626
MILO,,,,,,41,9.462494659423829,0.10810924867554376,1.4600891590118408
MILO,,,,,,42,9.469147872924804,0.01945104640945749,1.4720900535583497
MILO,,,,,,43,9.10877571105957,0.11211929727484991,1.4846083641052246
MILO,,,,,,44,9.17552146911621,0.14809193751797498,1.4962088108062743
MILO,,,,,,45,9.382950592041016,0.10182315271397414,1.508208656311035
MILO,,,,,,46,9.263309669494628,0.2559056144441993,1.5202090740203857
MILO,,,,,,47,9.316943359375,0.046692032123811726,1.532608413696289
MILO,,,,,,48,9.3236873626709,0.15591104703360434,1.5443333625793456
MILO,,,,,,49,9.209977722167968,0.11648512527570956,1.5567339420318604
MILO,,,,,,50,9.252971267700195,0.07225464769334168,1.568333053588867
MILO,,,,,,51,9.02828598022461,0.13289759054552303,1.5799402713775634
MILO,,,,,,52,9.29877815246582,0.10297268908232901,1.5917329788208008
MILO,,,,,,53,8.886612892150879,0.13144002245198919,1.6037113666534424
MILO,,,,,,54,9.136894989013673,0.1060087656238709,1.6157404899597168
MILO,,,,,,55,9.138148498535156,0.2027075114947341,1.62962064743042
MILO,,,,,,56,8.858718299865723,0.14633103256597882,1.6430209159851075
MILO,,,,,,57,8.963385772705077,0.021600412725106877,1.6548205375671388
MILO,,,,,,58,9.105173301696777,0.11300181956327048,1.668420171737671
MILO,,,,,,59,8.980157661437989,0.13742522802213442,1.6806210041046143
MILO,,,,,,60,9.015355110168457,0.06984623109621518,1.6924659252166747
MILO,,,,,,61,9.206434059143067,0.19075685432086414,1.7060673236846924
MILO,,,,,,62,8.961420249938964,0.10317620723628879,1.7186664581298827
MILO,,,,,,63,8.934732818603516,0.11041780511106515,1.7330673694610597
MILO,,,,,,64,8.970576286315918,0.16697752133158567,1.7453810691833496
MILO,,,,,,65,8.732534027099609,0.13051714639912504,1.7577012062072754
MILO,,,,,,66,8.699632453918458,0.12559445321517276,1.7702999114990234
MILO,,,,,,67,8.782388305664062,0.15829513036719453,1.783099889755249
MILO,,,,,,68,8.74332332611084,0.21248821752686542,1.7951004028320312
MILO,,,,,,69,8.896187019348144,0.15073336242264404,1.8076998233795165
MILO,,,,,,70,8.419302940368652,0.1375949459278768,1.8204871654510497
MILO,,,,,,71,8.795086860656738,0.1609381851969728,1.8336060523986817
MILO,,,,,,72,8.731825256347657,0.1826540032336236,1.8456278324127198
MILO,,,,,,73,8.76690673828125,0.150663669325501,1.8598281860351562
MILO,,,,,,74,8.596017646789551,0.18465521317067987,1.87202787399292
MILO,,,,,,75,8.780549240112304,0.16022140271990218,1.8838289260864258
MILO,,,,,,76,9.063115119934082,0.14178381820051295,1.8961411476135255
MILO,,,,,,77,8.709687042236329,0.16159657418535323,1.9081410884857177
MILO,,,,,,78,8.528624153137207,0.1157017361732945,1.9223408222198486
MILO,,,,,,79,8.697160148620606,0.13576553061056165,1.9345406532287597
MILO,,,,,,80,8.57390079498291,0.04448484432123777,1.9477405548095703
MILO,,,,,,81,8.589262962341309,0.09932525374784772,1.959940767288208
MILO,,,,,,82,8.806925201416016,0.09658780503728971,1.9728559494018554
MILO,,,,,,83,8.642783164978027,0.1451862292402153,1.9864571571350098
MILO,,,,,,84,8.734256744384766,0.08229384491650878,1.998255681991577
MILO,,,,,,85,8.584819030761718,0.06525635071390644,2.0102559089660645
MILO,,,,,,86,8.400465202331542,0.12480853791651411,2.0256558895111083
MILO,,,,,,87,8.483204460144043,0.12489065563858733,2.0390555381774904
MILO,,,,,,88,8.383581924438477,0.1129853408318639,2.0504549980163573
MILO,,,,,,89,8.508515167236329,0.07320596589562582,2.0628550052642822
MILO,,,,,,90,8.368342208862305,0.131608549311745,2.076454591751099
MILO,,,,,,91,8.544828987121582,0.11885375918852543,2.08946213722229
MILO,,,,,,92,8.304843425750732,0.11898297970860829,2.101455545425415
MILO,,,,,,93,8.447654342651367,0.0755763266308232,2.1136544227600096
MILO,,,,,,94,8.651561737060547,0.11228368041238387,2.125455617904663
MILO,,,,,,95,8.165072154998779,0.07537032837953621,2.1376545429229736
MILO,,,,,,96,8.68144588470459,0.12249794519991372,2.1496560096740724
MILO,,,,,,97,8.470484352111816,0.15981767983202924,2.1618552684783934
MILO,,,,,,98,8.355325508117676,0.09634624296058401,2.1744558811187744
MILO,,,,,,99,8.38949375152588,0.1118746962084332,2.187654209136963
MILO,,,,,,100,8.543552207946778,0.1307975375979275,2.2004551887512207
MILO,,,,,,101,8.469994926452637,0.11847624748941434,2.2130556106567383
MILO,,,,,,102,8.02670660018921,0.1320387828832569,2.2254552841186523
MILO,,,,,,103,8.332428359985352,0.10398602941412201,2.2370556354522706
MILO,,,,,,104,8.537142944335937,0.11630433714459197,2.2494553089141847
MILO,,,,,,105,8.360860443115234,0.12962953334749597,2.2610545635223387
MILO,,,,,,106,8.103798866271973,0.20627761496899302,2.2738550186157225
MILO,,,,,,107,8.02924041748047,0.05340773096432151,2.2854559898376463
MILO,,,,,,108,8.32381534576416,0.0776592989886514,2.2990558624267576
MILO,,,,,,109,8.32376537322998,0.0665190689045792,2.3108558654785156
MILO,,,,,,110,8.280943679809571,0.14925655274259977,2.3228548526763917
MILO,,,,,,111,8.31668472290039,0.20665281157769103,2.334055233001709
MILO,,,,,,112,7.9290789604187015,0.17031955979980065,2.348256826400757
MILO,,,,,,113,8.263963508605958,0.2049010748909468,2.361654853820801
MILO,,,,,,114,8.398921585083007,0.13861922882805636,2.3738553524017334
MILO,,,,,,115,7.874974346160888,0.11751964192387733,2.3858554363250732
MILO,,,,,,116,8.22672414779663,0.14804757239149974,2.3976550102233887
MILO,,,,,,117,8.199911308288574,0.08277108567081698,2.409854507446289
MILO,,,,,,118,8.046053981781006,0.1377167720253538,2.4222562313079834
MILO,,,,,,119,8.040029335021973,0.1512293702340212,2.433655834197998
MILO,,,,,,120,8.21590461730957,0.12901584329899662,2.4462561130523683
MILO,,,,,,121,8.151803588867187,0.10121578236471515,2.4582544803619384
MILO,,,,,,122,7.800307559967041,0.2152576913874551,2.4720550537109376
MILO,,,,,,123,8.12823257446289,0.041830710460111026,2.4842551708221436
MILO,,,,,,124,7.888485050201416,0.15377405195370267,2.4960554122924803
MILO,,,,,,125,7.9569525718688965,0.15386507008373676,2.5084548473358153
MILO,,,,,,126,8.045156288146973,0.2006775143344536,2.520255374908447
MILO,,,,,,127,8.35090389251709,0.115365967216784,2.534255266189575
MILO,,,,,,128,7.93194055557251,0.12424246252371811,2.546256256103516
MILO,,,,,,129,8.05703363418579,0.1401648558123645,2.558464527130127
MILO,,,,,,130,8.181180572509765,0.06387237098530633,2.5732563018798826
MILO,,,,,,131,8.322343826293945,0.15312761441967399,2.5868554592132567
MILO,,,,,,132,8.357721328735352,0.15566135892748328,2.600455617904663
MILO,,,,,,133,7.89775857925415,0.07045941481257219,2.6158560276031495
MILO,,,,,,134,7.963827991485596,0.13420209352047846,2.62845516204834
MILO,,,,,,135,8.012815284729005,0.15783965459168103,2.6418595790863035
MILO,,,,,,136,7.982954978942871,0.168743185145518,2.6546209812164308
MILO,,,,,,137,7.948589611053467,0.17364820498431066,2.666821241378784
MILO,,,,,,138,7.9512371063232425,0.1051179546507171,2.6802202701568603
MILO,,,,,,139,8.081856727600098,0.1299671115657077,2.691620397567749
MILO,,,,,,140,8.052396392822265,0.1377873730709797,2.7058207511901857
MILO,,,,,,141,7.896944522857666,0.15115609874195077,2.719924879074097
MILO,,,,,,142,8.145928573608398,0.13651419597798936,2.732577085494995
MILO,,,,,,143,8.165045547485352,0.09145454686977213,2.7451228141784667
MILO,,,,,,144,7.946357345581054,0.257324703972824,2.7579250812530516
MILO,,,,,,145,7.5698573112487795,0.06347110855469375,2.770324373245239
MILO,,,,,,146,8.048928833007812,0.1451611997460907,2.783952522277832
MILO,,,,,,147,7.671675014495849,0.09854100073258025,2.7957527160644533
MILO,,,,,,148,7.559066963195801,0.1311326082102447,2.807552433013916
MILO,,,,,,149,7.879929542541504,0.15797439084585704,2.820680284500122
MILO,,,,,,150,7.858210849761963,0.14558077321118998,2.832273578643799
MILO,,,,,,151,7.967695140838623,0.15269132688417267,2.8443997859954835
MILO,,,,,,152,7.825483894348144,0.14713648383511904,2.8563348293304442
MILO,,,,,,153,7.7897110939025875,0.1889899222057354,2.868879508972168
MILO,,,,,,154,7.556642246246338,0.10578756493332467,2.8808162689208983
MILO,,,,,,155,7.768650054931641,0.09069862502088764,2.893215465545654
MILO,,,,,,156,7.551668548583985,0.1724946462986229,2.905215358734131
MILO,,,,,,157,7.902310943603515,0.13481300236545224,2.9178146839141847
MILO,,,,,,158,7.9947789192199705,0.15140583858466136,2.9309366226196287
MILO,,,,,,159,7.633019256591797,0.1235327348188346,2.9440569400787355
MILO,,,,,,160,7.894395637512207,0.17593041460270825,2.95645809173584
MILO,,,,,,161,7.8413012504577635,0.16222425698218715,2.9687193393707276
MILO,,,,,,162,7.9757367134094235,0.08332209830579265,2.9802398681640625
MILO,,,,,,163,7.674964904785156,0.08957875061189287,2.9942081451416014
MILO,,,,,,164,7.8122326850891115,0.20916593009495485,3.005802345275879
MILO,,,,,,165,7.833400726318359,0.19984284021808355,3.0197190761566164
MILO,,,,,,166,7.790750789642334,0.07690609979829381,3.0317198753356935
MILO,,,,,,167,7.665426731109619,0.08602629297031768,3.043519306182861
MILO,,,,,,168,7.998015213012695,0.15292572630099352,3.0554364204406737
MILO,,,,,,169,7.691953945159912,0.09130437451189914,3.069437265396118
MILO,,,,,,170,7.727898025512696,0.1358587744299468,3.08323655128479
MILO,,,,,,171,7.262936019897461,0.10043617024451894,3.095636177062988
MILO,,,,,,172,7.610119915008545,0.13171238300238108,3.1080363273620604
MILO,,,,,,173,7.9073694229125975,0.14890637927403308,3.120358419418335
MILO,,,,,,174,7.6445033073425295,0.07587582917328663,3.131959247589111
MILO,,,,,,175,7.92227954864502,0.06727326731393227,3.1451589584350588
MILO,,,,,,176,7.804419040679932,0.08151754480134579,3.157158946990967
MILO,,,,,,177,7.548917388916015,0.17886923209262615,3.1701594829559325
MILO,,,,,,178,7.6400675773620605,0.20788519131166566,3.182158184051514
MILO,,,,,,179,7.716566562652588,0.12906689294779936,3.195359945297241
MILO,,,,,,180,7.278542327880859,0.18573996605447077,3.2069585800170897
MILO,,,,,,181,7.300547790527344,0.12954154563356202,3.2189587116241456
MILO,,,,,,182,7.469511318206787,0.1069522499175042,3.232359266281128
MILO,,,,,,183,7.913328456878662,0.10728191873696631,3.24375901222229
MILO,,,,,,184,7.509529113769531,0.18737071204481964,3.257158136367798
MILO,,,,,,185,7.581483268737793,0.11142812228944517,3.2691582679748534
MILO,,,,,,186,7.868523216247558,0.11161480625172834,3.281158971786499
MILO,,,,,,187,7.418002319335938,0.2754566068919361,3.2939587593078614
MILO,,,,,,188,7.802128601074219,0.14288909901806157,3.305958080291748
MILO,,,,,,189,7.750001239776611,0.10558639732279888,3.3179584980010985
MILO,,,,,,190,7.484856700897216,0.09632503032455253,3.329758310317993
MILO,,,,,,191,7.466691207885742,0.21849814819805233,3.341758966445923
MILO,,,,,,192,7.601795101165772,0.1643886900546933,3.3549580574035645
MILO,,,,,,193,7.427047538757324,0.24156766380714126,3.3689583778381347
MILO,,,,,,194,7.333800506591797,0.13328767441004255,3.382165479660034
MILO,,,,,,195,7.283829689025879,0.12149358851981723,3.3943588733673096
MILO,,,,,,196,7.4905191421508786,0.1038241675275565,3.4061583995819094
MILO,,,,,,197,7.392913055419922,0.19404683971971712,3.4177587032318115
MILO,,,,,,198,7.393371963500977,0.20063920764785387,3.429558753967285
MILO,,,,,,199,7.828209590911865,0.09630335347780067,3.4413593292236326
MILO,,,,,,200,7.427543449401855,0.10154595247408524,3.4537590026855467
MILO,,,,,,201,7.631124687194824,0.16020954357577502,3.4653594970703123
MILO,,,,,,202,7.230316829681397,0.2583812615817681,3.4792418003082277
MILO,,,,,,203,7.295285701751709,0.12041441543434935,3.4908614635467528
MILO,,,,,,204,7.625501728057861,0.15665708648911147,3.5027204513549806
MILO,,,,,,205,7.732034683227539,0.17614825566038014,3.5151198387145994
MILO,,,,,,206,7.268138217926025,0.15392544160841162,3.5269200801849365
MILO,,,,,,207,7.303938102722168,0.10600298050831945,3.5387205600738527
MILO,,,,,,208,7.143589210510254,0.05040723727675131,3.5520419597625734
MILO,,,,,,209,7.140267944335937,0.14795808525371795,3.564442014694214
MILO,,,,,,210,7.198988151550293,0.07307774875665263,3.57624192237854
MILO,,,,,,211,7.222983646392822,0.05820190893747125,3.588042449951172
MILO,,,,,,212,7.089733695983886,0.06788638653143955,3.602361822128296
MILO,,,,,,213,7.052627277374268,0.0799067731506567,3.614761304855347
MILO,,,,,,214,7.243417072296142,0.12547413939319618,3.628360223770142
MILO,,,,,,215,7.461260986328125,0.1359518287757825,3.639961767196655
MILO,,,,,,216,7.3636579513549805,0.11865172846719467,3.652132272720337
MILO,,,,,,217,7.4936830520629885,0.2059142496987472,3.6648527145385743
MILO,,,,,,218,7.526661396026611,0.15858120586405947,3.6762171268463133
MILO,,,,,,219,7.331119346618652,0.29353690206140837,3.687871313095093
MILO,,,,,,220,7.426259994506836,0.08992427586117768,3.6992724418640135
MILO,,,,,,221,7.242837142944336,0.19500676843247028,3.711670732498169
MILO,,,,,,222,7.449450874328614,0.05488610966557708,3.724272680282593
MILO,,,,,,223,7.6242951393127445,0.18488076095309203,3.736983394622803
MILO,,,,,,224,7.311827754974365,0.14031150305993184,3.749583053588867
MILO,,,,,,225,7.234471416473388,0.22427485290486357,3.762583541870117
MILO,,,,,,226,7.414223003387451,0.08028890829257411,3.7763829708099363
MILO,,,,,,227,7.19995527267456,0.08437151055185904,3.789389944076538
MILO,,,,,,228,6.986148166656494,0.10142149956263656,3.801706314086914
MILO,,,,,,229,7.239366722106934,0.16748347874635883,3.8149059295654295
MILO,,,,,,230,7.431373119354248,0.19198926617731682,3.827904987335205
MILO,,,,,,231,7.253864097595215,0.08255728407837015,3.841513919830322
MILO,,,,,,232,7.2257969856262205,0.11582896684196378,3.8535062789916994
MILO,,,,,,233,7.371875,0.08981340121188312,3.865906858444214
MILO,,,,,,234,7.497960948944092,0.2527649715502874,3.877506399154663
MILO,,,,,,235,7.406458187103271,0.11997411406417317,3.8913060665130614
MILO,,,,,,236,7.3068266868591305,0.13785095120902205,3.903506326675415
MILO,,,,,,237,7.2678522109985355,0.14202990168246687,3.91611328125
MILO,,,,,,238,7.3677691459655765,0.13809900826931928,3.9290481090545653
MILO,,,,,,239,7.312184238433838,0.1623428544724719,3.9410711765289306
MILO,,,,,,240,7.284400463104248,0.23274268641887927,3.953323173522949
MILO,,,,,,241,7.526233291625976,0.145215583464405,3.965535545349121
MILO,,,,,,242,7.492067909240722,0.11900725626941927,3.9780200004577635
MILO,,,,,,243,6.913605880737305,0.19552161552434646,3.9902191162109375
MILO,,,,,,244,7.064184379577637,0.1385406619386,4.00522027015686
MILO,,,,,,245,7.345855617523194,0.09248255232411344,4.017420530319214
MILO,,,,,,246,7.176673412322998,0.11056527349741711,4.030142116546631
MILO,,,,,,247,7.11679630279541,0.21964799760695913,4.042742156982422
MILO,,,,,,248,7.012883281707763,0.12854700766155056,4.055149936676026
MILO,,,,,,249,7.344985389709473,0.23599342272879925,4.067741632461548
MILO,,,,,,250,6.9706130027771,0.20761924053614508,4.079342651367187
MILO,,,,,,251,7.323644828796387,0.28043628241803353,4.091068506240845
MILO,,,,,,252,7.5427001953125,0.1597069506516999,4.103068017959595
MILO,,,,,,253,7.122404003143311,0.13675101632082517,4.114867258071899
MILO,,,,,,254,7.351936721801758,0.18407712600061044,4.126885271072387
MILO,,,,,,255,7.442445373535156,0.1276896548934781,4.138896846771241
MILO,,,,,,256,7.272065353393555,0.1771903997247129,4.150908660888672
MILO,,,,,,257,7.051082992553711,0.20123150615758986,4.163306999206543
MILO,,,,,,258,6.929637336730957,0.12485245878724047,4.17530665397644
MILO,,,,,,259,7.010239696502685,0.1528649145304506,4.1875073432922365
MILO,,,,,,260,7.443678951263427,0.2399718242359697,4.199623250961304
MILO,,,,,,261,7.046805381774902,0.09560736294270251,4.211223125457764
MILO,,,,,,262,6.731765842437744,0.07631012465338505,4.223222351074218
MILO,,,,,,263,7.398508167266845,0.14525951273979823,4.235222434997558
MILO,,,,,,264,6.844740390777588,0.17602965791475444,4.2476232051849365
MILO,,,,,,265,7.086140441894531,0.2450223529926981,4.261223888397216
MILO,,,,,,266,7.297671318054199,0.0870939978692486,4.273552179336548
MILO,,,,,,267,7.2516263961792,0.1691850022669159,4.28535213470459
MILO,,,,,,268,6.732585620880127,0.07260415543525015,4.297752094268799
MILO,,,,,,269,7.118672561645508,0.261257329939627,4.309952926635742
MILO,,,,,,270,7.059528541564942,0.09993451350199763,4.322951459884644
MILO,,,,,,271,7.131936740875244,0.059119969277370184,4.3355518817901615
MILO,,,,,,272,7.193483448028564,0.1842629463273548,4.348552083969116
MILO,,,,,,273,6.9772193908691404,0.11917560626589217,4.361152935028076
MILO,,,,,,274,7.101834011077881,0.1676060157088052,4.373351907730102
MILO,,,,,,275,7.593255710601807,0.09358534036999726,4.385152578353882
MILO,,,,,,276,7.31846923828125,0.22143900908725314,4.397352075576782
MILO,,,,,,277,6.94284610748291,0.20270356918322943,4.4105517864227295
MILO,,,,,,278,7.065123176574707,0.13961454809984694,4.424152040481568
MILO,,,,,,279,7.067513751983642,0.1932454467596866,4.4373516082763675
MILO,,,,,,280,7.032507610321045,0.1432419320027434,4.449151420593262
MILO,,,,,,281,7.179989814758301,0.20071738865777686,4.461152124404907
MILO,,,,,,282,7.143982028961181,0.14647426018180157,4.474552059173584
MILO,,,,,,283,7.558336353302002,0.156590566022597,4.486152315139771
MILO,,,,,,284,7.126919078826904,0.11768493604394802,4.497751951217651
MILO,,,,,,285,7.039479446411133,0.24056018597413087,4.5097533702850345
MILO,,,,,,286,6.942751121520996,0.3147078981534205,4.521351337432861
MILO,,,,,,287,7.127497959136963,0.07807032336483317,4.533151721954345
MILO,,,,,,288,7.140328884124756,0.19215727095765658,4.545952224731446
MILO,,,,,,289,7.161366271972656,0.09085545826637148,4.558152294158935
MILO,,,,,,290,7.075870609283447,0.2239049838120562,4.5709569454193115
MILO,,,,,,291,7.106861877441406,0.24300784564980124,4.582751846313476
MILO,,,,,,292,7.025070095062256,0.22016073443631212,4.59515266418457
MILO,,,,,,293,7.199694442749023,0.06916769442141221,4.6079521656036375
MILO,,,,,,294,7.0073553085327145,0.22703965749490787,4.619951820373535
MILO,,,,,,295,7.216350078582764,0.1546397930308692,4.631553220748901
MILO,,,,,,296,7.335643577575683,0.19816945771120345,4.64375147819519
MILO,,,,,,297,7.003888130187988,0.2072465891421911,4.656351232528687
MILO,,,,,,298,6.657645130157471,0.24204993343054557,4.667552042007446
MILO,,,,,,299,6.759529685974121,0.12631504256988219,4.679751968383789
MILO,,,,,,300,6.924951171875,0.22155721454829252,4.692951965332031
MILO,,,,,,301,7.246164608001709,0.18579666833707584,4.704751777648926
MILO,,,,,,302,7.055956649780273,0.13043172977239562,4.717152261734009
MILO,,,,,,303,6.8551867485046385,0.08241110266831397,4.728951454162598
MILO,,,,,,304,7.1474555969238285,0.21340745785841,4.741952514648437
MILO,,,,,,305,7.092793941497803,0.1935679636939897,4.753952360153198
MILO,,,,,,306,6.899059677124024,0.06493128265935015,4.767751169204712
MILO,,,,,,307,7.585799217224121,0.02818631879832935,4.77935209274292
MILO,,,,,,308,7.041692161560059,0.0726300966297739,4.7915528297424315
MILO,,,,,,309,6.911993026733398,0.18559481193957816,4.804152107238769
MILO,,,,,,310,7.1092229843139645,0.07629848185145763,4.815752029418945
MILO,,,,,,311,6.884217357635498,0.16089821997687842,4.828351879119873
MILO,,,,,,312,7.09112434387207,0.1289077439116051,4.842601633071899
MILO,,,,,,313,7.123713111877441,0.16556423772667836,4.855947399139405
MILO,,,,,,314,6.504631900787354,0.191392713262514,4.867946481704712
MILO,,,,,,315,6.870751953125,0.22202800652210192,4.879547929763794
MILO,,,,,,316,6.794061279296875,0.10467325177244344,4.89374885559082
MILO,,,,,,317,6.868148994445801,0.09557671932913368,4.905264091491699
MILO,,,,,,318,6.9172920227050785,0.13768724958137582,4.917263793945312
MILO,,,,,,319,6.76419677734375,0.17054215957688612,4.93126335144043
MILO,,,,,,320,7.005284118652344,0.24266389205420838,4.944464254379272
MILO,,,,,,321,6.954532718658447,0.22739132532283615,4.956588506698608
MILO,,,,,,322,6.977123641967774,0.2187268020567546,4.971787691116333
MILO,,,,,,323,6.790379428863526,0.16680805878698537,4.9848268032073975
MILO,,,,,,324,7.034060096740722,0.15694418002754099,4.99873833656311
MILO,,,,,,325,6.831818771362305,0.2657489665911825,5.010932207107544
MILO,,,,,,326,6.586516094207764,0.15169770890727638,5.025131511688232
MILO,,,,,,327,6.7883199691772464,0.07738350328904306,5.0394433498382565
MILO,,,,,,328,6.887503719329834,0.19340849561679774,5.052268409729004
MILO,,,,,,329,7.1893387794494625,0.16159168707894164,5.064190864562988
MILO,,,,,,330,6.815131378173828,0.2544621985814566,5.077707815170288
MILO,,,,,,331,6.954390144348144,0.15047287637154683,5.09110803604126
MILO,,,,,,332,6.926323986053466,0.0662783837832459,5.10270733833313
MILO,,,,,,333,7.203064727783203,0.18748290371834594,5.115427875518799
MILO,,,,,,334,7.3142646789550785,0.1895634501018431,5.128548669815063
MILO,,,,,,335,6.992851257324219,0.25424784991563476,5.140670490264893
MILO,,,,,,336,7.009592342376709,0.24701669165747148,5.152472019195557
MILO,,,,,,337,6.661471652984619,0.10926099695404697,5.164482116699219
MILO,,,,,,338,6.8689727783203125,0.09737563178154948,5.177802896499633
MILO,,,,,,339,7.0510228157043455,0.08619768628606891,5.189721202850341
MILO,,,,,,340,7.059644508361816,0.13300243300512024,5.203721523284912
MILO,,,,,,341,6.87467041015625,0.13643485655733092,5.215250778198242
MILO,,,,,,342,6.808494281768799,0.08456282788385357,5.227699613571167
MILO,,,,,,343,6.841006183624268,0.19797705569666413,5.239443302154541
MILO,,,,,,344,6.876222324371338,0.22321778129241482,5.251443195343017
MILO,,,,,,345,6.9948700904846195,0.14940862519575773,5.264243316650391
MILO,,,,,,346,7.111545658111572,0.11560806609873987,5.276242923736572
MILO,,,,,,347,6.5524979591369625,0.1883724118629587,5.289687013626098
MILO,,,,,,348,6.7134346008300785,0.18411431116623755,5.301888132095337
MILO,,,,,,349,7.084452533721924,0.19328673154277037,5.313489007949829
MILO,,,,,,350,7.142484474182129,0.15729249164831416,5.32628755569458
MILO,,,,,,351,6.745540618896484,0.22739798767160757,5.340688753128052
MILO,,,,,,352,6.825811290740967,0.14792838143770962,5.356004095077514
MILO,,,,,,353,7.0287473678588865,0.11777767864645432,5.369803380966187
MILO,,,,,,354,6.703923606872559,0.18959599278183842,5.381804895401001
MILO,,,,,,355,6.933843517303467,0.0783726079631376,5.394204139709473
MILO,,,,,,356,7.070680427551269,0.13957553967815797,5.4092041015625
MILO,,,,,,357,6.73733606338501,0.12990676914900243,5.4226054668426515
MILO,,,,,,358,6.922476196289063,0.17541703811454343,5.43840446472168
MILO,,,,,,359,6.7909520149230955,0.13021715959383173,5.453204107284546
MILO,,,,,,360,6.861656284332275,0.13387307123220177,5.464803886413574
MILO,,,,,,361,6.889583683013916,0.08796727006811966,5.478805351257324
MILO,,,,,,362,6.72400016784668,0.171027285010609,5.490603733062744
MILO,,,,,,363,7.0356463432312015,0.1322374395202982,5.502204465866089
MILO,,,,,,364,6.872546863555908,0.22307552665080602,5.5142035484313965
MILO,,,,,,365,7.040730381011963,0.14907734461369354,5.525404262542724
MILO,,,,,,366,6.786227703094482,0.14685506147412636,5.537404155731201
MILO,,,,,,367,7.326572132110596,0.09274152005696192,5.549804019927978
MILO,,,,,,368,6.799682712554931,0.18713887396147363,5.562005233764649
MILO,,,,,,369,6.881788444519043,0.13871124929807585,5.5756007671356205
MILO,,,,,,370,6.729925727844238,0.1940413046631125,5.587831258773804
MILO,,,,,,371,7.043496704101562,0.0961033421572477,5.599430799484253
MILO,,,,,,372,6.676383209228516,0.053532640387990924,5.611830997467041
